module	genome_name	db_name	module_name	module_class	module_category	module_subcategory	module_definition	stepwise_module_completeness	stepwise_module_is_complete	pathwise_module_completeness	pathwise_module_is_complete	proportion_unique_enzymes_present	enzymes_unique_to_module	unique_enzymes_hit_counts	enzyme_hits_in_module	gene_caller_ids_in_module	warnings	pathwise_copy_number	stepwise_copy_number	per_step_copy_numbers
M00023	KMM358	KMM358	Tryptophan biosynthesis, chorismate => tryptophan	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(((K01657+K01658,K13503,K13501,K01656) K00766),K13497) (((K01817,K24017) (K01656,K01609)),K13498,K13501) (K01695+(K01696,K06001),K01694)"	1.0	True	1.0	True	1.0	K00766,K01609,K01657,K01658,K01695,K01696,K01817,K13498	1,1,1,2,1,1,1,1	K00766,K01609,K01657,K01658,K01658,K01695,K01696,K01817,K13498	1267,1266,1269,3172,1268,1264,1265,1266,1266	None	1	1	1,1,1
M00024	KMM358	KMM358	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"((K01850,K04092,K14187,K04093,K04516,K06208,K06209) (K01713,K04518,K05359),K14170) (K00832,K00838)"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00832,K14170,K14187	538,968,1528	K00832 is present in multiple modules: M00034/M00024/M00025/M00040/M00044,K14170 is present in multiple modules: M00024/M00025/M00040,K14187 is present in multiple modules: M00024/M00025	1	1	1,1
M00025	KMM358	KMM358	Tyrosine biosynthesis, chorismate => HPP => tyrosine	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(((K01850,K04092,K14170,K04093,K04516,K06208,K06209) (K04517,K00211)),K14187) (K00832,K00838)"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00832,K14170,K14187	538,968,1528	K00832 is present in multiple modules: M00034/M00024/M00025/M00040/M00044,K14170 is present in multiple modules: M00024/M00025/M00040,K14187 is present in multiple modules: M00024/M00025	1	1	1,1
M00040	KMM358	KMM358	Tyrosine biosynthesis, chorismate => arogenate => tyrosine	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(K01850,K04092,K14170) (K00832,K15849) (K00220,K24018,K15227)"	0.6666666666666666	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K00832,K14170	538,968	K00832 is present in multiple modules: M00034/M00024/M00025/M00040/M00044,K14170 is present in multiple modules: M00024/M00025/M00040	0	0	1,1,0
M00044	KMM358	KMM358	Tyrosine degradation, tyrosine => homogentisate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(K00815,K00838,K00832,K03334) K00457 K00451 K01800 (K01555,K16171)"	1.0	True	1.0	True	1.0	K00451,K00457,K01800,K16171	1,1,1,1	K00451,K00457,K00832,K01800,K16171	2548,2549,538,2546,2547	K00832 is present in multiple modules: M00034/M00024/M00025/M00040/M00044	1	1	1,1,1,1,1
M00936	KMM358	KMM358	Melatonin biosynthesis, plants, tryptophan => serotonin => melatonin	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"K01593 K24541 K22450 (K22588,K13066)"	0.25	False	0.25	False	1.0	K22450	1	K22450	1938	None	0	0	0,0,1,0
M00027	KMM358	KMM358	GABA (gamma-Aminobutyrate) shunt	Pathway modules	Amino acid metabolism	Other amino acid metabolism	"K01580 (K13524,K07250,K00823,K16871) (K00135,K00139,K17761)"	0.6666666666666666	False	0.6666666666666666	False	1.0	K00823	1	K00135,K00823,K07250	1228,1227,1227	K00135 is present in multiple modules: M00956/M00957/M00027,K07250 is present in multiple modules: M00956/M00957/M00027	0	0	0,1,1
M00118	KMM358	KMM358	Glutathione biosynthesis, glutamate => glutathione	Pathway modules	Amino acid metabolism	Other amino acid metabolism	"(K11204+K11205,K01919) (K21456,K01920)"	1.0	True	1.0	True	1.0	K01919,K01920	1,1	K01919,K01920	3518,1061	None	1	1	1,1
M00892	KMM358	KMM358	UDP-GlcNAc biosynthesis, eukaryotes, Fru-6P => UDP-GlcNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00820 K00621 K01836 K00972"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K00820	4173	K00820 is present in multiple modules: M00892/M00909/M01002/M00995	0	0	1,0,0,0
M00909	KMM358	KMM358	UDP-GlcNAc biosynthesis, prokaryotes, Fru-6P => UDP-GlcNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00820 (K03431,K28126) (K04042,K23144,(K28192 (K11528,K00972)))"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00820,K03431,K04042	4173,3353,4179	K00820 is present in multiple modules: M00892/M00909/M01002/M00995,K03431 is present in multiple modules: M00909/M00995,K04042 is present in multiple modules: M00909/M00995	1	1	1,1,1
M01002	KMM358	KMM358	UDP-GalNAc biosynthesis, Fru-6P => UDP-GalNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00820 K28125 K28126 K23144"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K00820	4173	K00820 is present in multiple modules: M00892/M00909/M01002/M00995	0	0	1,0,0,0
M00996	KMM358	KMM358	UDP-MurNAc biosynthesis, anhMurNAc => UDP-MurNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K09001 K22292 K07102 K00992"	1.0	True	1.0	True	1.0	K00992,K07102,K09001,K22292	1,1,1,1	K00992,K07102,K09001,K22292	842,841,1074,1957	None	1	1	1,1,1,1
M00995	KMM358	KMM358	UDP-MurNAc biosynthesis, Fru-6P => UDP-MurNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00820 K03431 K04042 K00790 K00075"	1.0	True	1.0	True	1.0	K00075,K00790	1,1	K00075,K00790,K00820,K03431,K04042	3922,306,4173,3353,4179	K00820 is present in multiple modules: M00892/M00909/M01002/M00995,K03431 is present in multiple modules: M00909/M00995,K04042 is present in multiple modules: M00909/M00995	1	1	1,1,1,1,1
M00549	KMM358	KMM358	UDP-Glc biosynthesis, Glc => UDP-Glc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"(K00844,K00845,K25026,K12407,K00886) (K01835,K15779,K15778) (K00963,K12447)"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00845,K00886,K00963,K01835,K25026	3057,812,783,1419,3450	K00845 is present in multiple modules: M00001/M00549,K00886 is present in multiple modules: M00001/M00549,K00963 is present in multiple modules: M00129/M00854/M00549,K01835 is present in multiple modules: M00855/M00549,K25026 is present in multiple modules: M00001/M00549	1	1	3,1,1
M01004	KMM358	KMM358	UDP-Galf biosynthesis, UDP-Glc => UDP-Galf	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K01784 (K01854,K28214)"	1.0	True	1.0	True	1.0	K01854	1	K01784,K01784,K01854	113,687,1678	K01784 is present in multiple modules: M00632/M01004	1	1	2,1
M00997	KMM358	KMM358	UDP-Xyl/L-Ara biosynthesis, UDP-Glc => UDP-Xyl => UDP-L-Ala	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00012 K08678 K12448"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00012	872	K00012 is present in multiple modules: M00014/M00129/M00997/M00999/M00761	0	0	1,0,0
M00999	KMM358	KMM358	UDP-GlcA/GalA biosynthesis, UDP-Glc => UDP-GlcA => UDP-GalA	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00012 K08679"	1.0	True	1.0	True	1.0	K08679	1	K00012,K08679	872,871	K00012 is present in multiple modules: M00014/M00129/M00997/M00999/M00761	1	1	1,1
M00554	KMM358	KMM358	UDP-Gal biosynthesis, Gal => UDP-Gal	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00849 K00965"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00849,K00965	111,112	K00849 is present in multiple modules: M00632/M00554,K00965 is present in multiple modules: M00632/M00554	1	1	1,1
M01000	KMM358	KMM358	GDP-Man biosynthesis, Fru-6P => GDP-Man	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"(K01809,K28465,K15916,K16011) (K17497,K01840,K15778,K16881) (K00966,K00971,K16011,K16881)"	0.6666666666666666	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K00971,K00971,K01809,K16011	1306,1307,2710,1306	K00971 is present in multiple modules: M01000/M01015/M01006,K01809 is present in multiple modules: M00114/M01000/M01006,K16011 is present in multiple modules: M01000/M01015/M01006	0	0	2,0,2
M01015	KMM358	KMM358	GDP-Man biosynthesis, Man => GDP-Man	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00844 (((K17497,K01840,K15778) (K00966,K00971,K16011)),K16881)"	0.0	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00971,K00971,K16011	1306,1307,1306	K00971 is present in multiple modules: M01000/M01015/M01006,K16011 is present in multiple modules: M01000/M01015/M01006	0	0	0,0
M00923	KMM358	KMM358	UDP-L-FucNAc biosynthesis, UDP-GlcNAc => UDP-L-FucNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K15894 K19068 K24258"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K15894	1603	K15894 is present in multiple modules: M00923/M01007	0	0	1,0,0
M01007	KMM358	KMM358	CMP-Pse5Ac7Ac biosynthesis, UDP-GlcNAc => CMP-Pse5Ac7Ac	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K15894 K15895 K15896 K15897 K15898 K15899"	0.5	False	0.5	False	1.0	K15898,K15899	1,1	K15894,K15898,K15899	1603,1573,1575	K15894 is present in multiple modules: M00923/M01007	0	0	1,0,0,0,1,1
M01009	KMM358	KMM358	UDP-QuiNAc biosynthesis, UDP-GlcNAc => UDP-QuiNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"(K24300,K28372) (K24310,K24311)"	1.0	True	1.0	True	1.0	K24310	1	K24300,K24310	1311,1309	K24300 is present in multiple modules: M01009/M01032/M01033/M01037	1	1	1,1
M01032	KMM358	KMM358	UDP-D-FucNAc biosynthesis, UDP-GlcNAc => UDP-D-FucNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K24300 K24312"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K24300	1311	K24300 is present in multiple modules: M01009/M01032/M01033/M01037,No KOfam profile for K24312	0	0	1,0
M01033	KMM358	KMM358	UDP-yelosamine biosynthesis, UDP-GlcNAc => UDP-yelosamine	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K24300 K25626 K27969"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K24300	1311	K24300 is present in multiple modules: M01009/M01032/M01033/M01037	0	0	1,0,0
M01037	KMM358	KMM358	UDP-D-FucNAc4N biosynthesis, UDP-GlcNAc => UDP-D-FucNAc4N	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K24300 (K25626,K26217)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K24300	1311	K24300 is present in multiple modules: M01009/M01032/M01033/M01037,No KOfam profile for K26217	0	0	1,0
M00063	KMM358	KMM358	CMP-KDO biosynthesis, ribulose-5P => CMP-KDO	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K06041 K01627 K03270 K00979"	1.0	True	1.0	True	1.0	K00979,K01627,K03270,K06041	1,1,1,1	K00979,K01627,K03270,K06041	2590,3144,314,313	None	1	1	1,1,1,1
M01014	KMM358	KMM358	UDP-ManNAcA biosynthesis, UDP-GlcNAc => UDP-ManNAcA	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K01791 K02472"	0.5	False	0.5	False	1.0	K01791	1	K01791	520	None	0	0	1,0
M01028	KMM358	KMM358	GDP-DDmanHep biosynthesis, sedoheptulose-7P => GDP-DDmanHep	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K03271 K07031 K03273 K15669"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K03271,K03271,K03273	2883,344,3901	K03271 is present in multiple modules: M01028/M00064,K03273 is present in multiple modules: M01028/M00064	0	0	2,0,1,0
M00064	KMM358	KMM358	ADP-LDmanHep biosynthesis, sedoheptulose-7P => ADP-LDmanHep	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K03271 (K03272,K21344) K03273 (K03272,K21345) K03274"	1.0	True	1.0	True	1.0	K03272,K03274	1,1	K03271,K03271,K03272,K03273,K03274	2883,344,3694,3901,69	K03271 is present in multiple modules: M01028/M00064,K03273 is present in multiple modules: M01028/M00064	1	1	2,1,1,1,1
M00761	KMM358	KMM358	Und-P-alpha-L-Ara4N biosynthesis, UDP-Glc => UDP-L-Ara4FN => Und-P-alpha-L-Ara4N	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00012 K10011 K07806 K10012 K13014"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K00012	872	K00012 is present in multiple modules: M00014/M00129/M00997/M00999/M00761	0	0	1,0,0,0,0
M01029	KMM358	KMM358	CDP-Tyv biosynthesis, Glc-1P => CDP-Par => CDP-Tyv	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00978 K01709 K12452+K00523 K12453 K12454"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00978,K01709	1587,1588	K00978 is present in multiple modules: M01029/M01030/M01031,K01709 is present in multiple modules: M01029/M01030/M01031	0	0	1,1,0,0,0
M01030	KMM358	KMM358	CDP-Abe biosynthesis, Glc-1P => CDP-Abe	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00978 K01709 K12452+K00523 (K12455,K19632)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00978,K01709	1587,1588	K00978 is present in multiple modules: M01029/M01030/M01031,K01709 is present in multiple modules: M01029/M01030/M01031,No KOfam profile for K19632	0	0	1,1,0,0
M01031	KMM358	KMM358	CDP-Asc biosynthesis, Glc-1P => CDP-Asc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00978 K01709 K12452+K00523 K15857 K15858"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00978,K01709	1587,1588	K00978 is present in multiple modules: M01029/M01030/M01031,K01709 is present in multiple modules: M01029/M01030/M01031,No KOfam profile for K15857,No KOfam profile for K15858	0	0	1,1,0,0,0
M00793	KMM358	KMM358	dTDP-L-Rha biosynthesis, Glc-1P => dTDP-L-Rha	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 ((K01790 K00067),K23987)"	1.0	True	1.0	True	1.0	K00067	1	K00067,K00973,K01710,K01790,K01790	1313,1314,1312,1315,1589	K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01790 is present in multiple modules: M00793/M01022	1	1	1,1,1
M01022	KMM358	KMM358	dTDP-6-deoxy-L-Tal biosynthesis, Glc-1P => dTDP-6-deoxy-L-Tal	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 K01790 (K19180,K19652)"	0.75	True	0.75	True	NA	No enzymes unique to module	NA	K00973,K01710,K01790,K01790	1314,1312,1315,1589	K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01790 is present in multiple modules: M00793/M01022,No KOfam profile for K19180	1	0	1,1,2,0
M01023	KMM358	KMM358	dTDP-D-Fuc3NAc biosynthesis, Glc-1P => dTDP-D-Fuc3NAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 K20679 K20680 K20681"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00973,K01710	1314,1312	K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,No KOfam profile for K20679,No KOfam profile for K20680,No KOfam profile for K20681	0	0	1,1,0,0,0
M01024	KMM358	KMM358	dTDP-Qui3NAc biosynthesis, Glc-1P => dTDP-Qui3NAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 K24249 K24250 K24251"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00973,K01710	1314,1312	K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027	0	0	1,1,0,0,0
M01025	KMM358	KMM358	dTDP-D-Fuc4NAc biosynthesis, Glc-1P => dTDP-D-Fuc4NAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 K02805 K16704"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00973,K01710	1314,1312	K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027	0	0	1,1,0,0
M01026	KMM358	KMM358	dTDP-Qui4NAc biosynthesis, Glc-1P => dTDP-Qui4NAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 K20429 K21379"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00973,K01710	1314,1312	K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027	0	0	1,1,0,0
M01027	KMM358	KMM358	dTDP-D-Fucf biosynthesis, Glc-1P => dTDP-D-Fucf	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 K13306 K20678"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00973,K01710	1314,1312	K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,No KOfam profile for K13306,No KOfam profile for K20678	0	0	1,1,0,0
M01006	KMM358	KMM358	GDP-D-Rha4N biosynthesis, Fru-6P => GDP-D-Rha4N	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"(K01809,K28465,K15916,K16011) (K01840,K15778,K16881) (K00966,K00971,K16011,K16881) K01711 K13010"	0.8	True	0.8	True	NA	No enzymes unique to module	NA	K00971,K00971,K01711,K01809,K13010,K16011	1306,1307,1303,2710,1591,1306	K00971 is present in multiple modules: M01000/M01015/M01006,K01711 is present in multiple modules: M01006/M01034/M01020/M01016/M01017/M01018/M01019,K01809 is present in multiple modules: M00114/M01000/M01006,K13010 is present in multiple modules: M01006/M01034/M01020,K16011 is present in multiple modules: M01000/M01015/M01006	1	0	2,0,2,1,1
M01034	KMM358	KMM358	GDP-D-Rha4NFormyl biosynthesis, GDP-Man => GDP-D-Rha4N => GDP-D-Rha4NFormyl	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K01711 K13010 K00607"	0.6666666666666666	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K01711,K13010	1303,1591	K01711 is present in multiple modules: M01006/M01034/M01020/M01016/M01017/M01018/M01019,K13010 is present in multiple modules: M01006/M01034/M01020	0	0	1,1,0
M01020	KMM358	KMM358	GDP-D-Rha4NAc biosynthesis, GDP-Man => GDP-D-Rha4N => GDP-D-Rha4NAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K01711 K13010 K17939"	0.6666666666666666	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K01711,K13010	1303,1591	K01711 is present in multiple modules: M01006/M01034/M01020/M01016/M01017/M01018/M01019,K13010 is present in multiple modules: M01006/M01034/M01020	0	0	1,1,0
M01016	KMM358	KMM358	GDP-L-Fuc biosynthesis, GDP-Man => GDP-L-Fuc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K01711 K02377"	1.0	True	1.0	True	1.0	K02377	1	K01711,K02377	1303,1304	K01711 is present in multiple modules: M01006/M01034/M01020/M01016/M01017/M01018/M01019	1	1	1,1
M01017	KMM358	KMM358	GDP-L-Col biosynthesis, GDP-Man => GDP-L-Col	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K01711 K21131 K21130"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01711	1303	K01711 is present in multiple modules: M01006/M01034/M01020/M01016/M01017/M01018/M01019	0	0	1,0,0
M01018	KMM358	KMM358	GDP-D-Rha biosynthesis, GDP-Man => GDP-D-Rha	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K01711 K15856"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K01711	1303	K01711 is present in multiple modules: M01006/M01034/M01020/M01016/M01017/M01018/M01019	0	0	1,0
