module	db_name	module_name	module_substrates	module_intermediates	module_products	pathwise_module_completeness	stepwise_module_completeness
M00170	KMM358	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	None	Phosphoenolpyruvate,L-Aspartate,Oxaloacetate	CO2	0.5	0.5
M00173	KMM358	Reductive citrate cycle (Arnon-Buchanan cycle)	None	Isocitrate,Succinate,(S)-Malate,Acetyl-CoA,cis-Aconitate,Phosphoenolpyruvate,Pyruvate,Oxaloacetate,Fumarate,Succinyl-CoA,2-Oxoglutarate,Citrate	None	0.7272727272727273	0.7
M00376	KMM358	3-Hydroxypropionate bi-cycle	None	Propanoyl-CoA,Succinate,L-erythro-3-Methylmalyl-CoA,(S)-Malate,(3S)-3-Carboxy-3-hydroxypropanoyl-CoA,3-Hydroxypropionyl-CoA,Mesaconyl-CoA,(R)-Methylmalonyl-CoA,Acetyl-CoA,Fumarate,Propenoyl-CoA,Succinyl-CoA,3-Hydroxypropanoate,Mesaconyl-C4-CoA,Malonyl-CoA,(S)-Methylmalonyl-CoA,(3S)-Citramalyl-CoA,3-Oxopropanoate	Pyruvate,Glyoxylate	0.15384615384615385	0.15384615384615385
M00375	KMM358	Hydroxypropionate-hydroxybutylate cycle	None	3-Hydroxypropanoate,Propanoyl-CoA,(R)-Methylmalonyl-CoA,3-Hydroxypropionyl-CoA,Acetyl-CoA,(S)-3-Hydroxybutanoyl-CoA,4-Hydroxybutanoic acid,Propenoyl-CoA,4-Hydroxybutyryl-CoA,Crotonoyl-CoA,Succinyl-CoA,Succinate semialdehyde,Malonyl-CoA,(S)-Methylmalonyl-CoA,Acetoacetyl-CoA,3-Oxopropanoate	None	0.07142857142857142	0.07142857142857142
M00374	KMM358	Dicarboxylate-hydroxybutyrate cycle	None	Succinate,(S)-Malate,Acetyl-CoA,(S)-3-Hydroxybutanoyl-CoA,Phosphoenolpyruvate,Pyruvate,Oxaloacetate,Fumarate,Succinyl-CoA,Succinate semialdehyde,4-Hydroxybutanoic acid,4-Hydroxybutyryl-CoA,Crotonoyl-CoA,Acetoacetyl-CoA	None	0.38461538461538464	0.38461538461538464
M00377	KMM358	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	CO2	Tetrahydrofolate,Formate,5-Methyltetrahydrofolate,CO,5,10-Methenyltetrahydrofolate,5,10-Methylenetetrahydrofolate,10-Formyltetrahydrofolate	Acetyl-CoA	0.47619047619047616	0.42857142857142855
M00579	KMM358	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	Acetyl-CoA	Acetyl phosphate	Acetate	1.0	1.0
M00620	KMM358	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	Acetyl-CoA	Succinate,(S)-Malate,Fumarate,Pyruvate,Oxaloacetate,Succinyl-CoA	2-Oxoglutarate	0.14285714285714285	0.14285714285714285
M00357	KMM358	Methanogenesis, acetate => methane	Acetate	5-Methyl-5,6,7,8-tetrahydromethanopterin,Coenzyme M,Acetyl-CoA,Coenzyme B,2-(Methylthio)ethanesulfonate,Acetyl phosphate,Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide	Methane	0.2	0.2
M00346	KMM358	Formaldehyde assimilation, serine pathway	None	(S)-Malate,(3S)-3-Carboxy-3-hydroxypropanoyl-CoA,L-Serine,Glycine,Glyoxylate,Hydroxypyruvate,Phosphoenolpyruvate,Oxaloacetate,2-Phospho-D-glycerate,D-Glycerate	None	0.4444444444444444	0.4444444444444444
M00345	KMM358	Formaldehyde assimilation, ribulose monophosphate pathway	Formaldehyde,D-Ribulose 5-phosphate	D-Fructose 1,6-bisphosphate,D-Fructose 6-phosphate,D-arabino-Hex-3-ulose 6-phosphate	D-Glyceraldehyde 3-phosphate	0.75	0.6666666666666666
M00344	KMM358	Formaldehyde assimilation, xylulose monophosphate pathway	Formaldehyde	Glycerone phosphate,D-Fructose 1,6-bisphosphate,Glycerone	D-Fructose 6-phosphate	0.5	0.5
M00530	KMM358	Dissimilatory nitrate reduction, nitrate => ammonia	Nitrate	Nitrite	NH3	0.75	0.5
M00529	KMM358	Denitrification, nitrate => nitrogen	Nitrate	Nitric oxide,Nitrous oxide,Nitrite	Nitrogen	0.25	0.25
M00176	KMM358	Assimilatory sulfate reduction, sulfate => H2S	Sulfate	3'-Phosphoadenylyl sulfate,Sulfite,Adenylyl sulfate	Hydrogen sulfide	1.0	1.0
M00986	KMM358	Sulfur reduction, sulfur => sulfide	Sulfur	None	Hydrogen sulfide	1.0	1.0
M00985	KMM358	Sulfide oxidation, sulfide => sulfur	Hydrogen sulfide	None	Sulfur	0.5	0.0
M00990	KMM358	Dimethylsulfoniopropionate (DMSP) degradation, demethylation pathway, DMSP => methanethiol	S,S-Dimethyl-beta-propiothetin	3-(Methylthio)propanoate,3-(Methylthio)propanoyl-CoA,3-(Methylthio)acryloyl-CoA	Methanethiol,Acetaldehyde	0.25	0.25
M00991	KMM358	Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acetyl-CoA	S,S-Dimethyl-beta-propiothetin	3-Hydroxypropanoate,3-Oxopropanoate	Dimethyl sulfide,Acetyl-CoA	0.3333333333333333	0.3333333333333333
M00992	KMM358	Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acrylate => acetyl-CoA	S,S-Dimethyl-beta-propiothetin	Acrylic acid,Propenoyl-CoA,3-Oxopropanoate,3-Hydroxypropanoate	Dimethyl sulfide,Acetyl-CoA	0.2	0.2
M00993	KMM358	Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => propionyl-CoA	S,S-Dimethyl-beta-propiothetin	Propenoyl-CoA	Dimethyl sulfide,Propanoyl-CoA	0.5	0.5
M00144	KMM358	NADH:quinone oxidoreductase, prokaryotes	H+,Ubiquinone,NADH	None	Ubiquinol,NAD+	1.0	1.0
M00149	KMM358	Succinate dehydrogenase, prokaryotes	Quinone,Succinate	None	Fumarate,Hydroquinone	1.0	1.0
M00150	KMM358	Fumarate reductase, prokaryotes	Quinone,Succinate	None	Fumarate,Hydroquinone	1.0	1.0
M00151	KMM358	Cytochrome bc1 complex respiratory unit	Hydroquinone,Ferricytochrome c	None	Quinone,H+,Ferrocytochrome c	1.0	1.0
M00152	KMM358	Cytochrome bc1 complex	Ubiquinol,Ferricytochrome c	None	H+,Ubiquinone,Ferrocytochrome c	0.3	0.0
M00153	KMM358	Cytochrome bd ubiquinol oxidase	Ubiquinol,Oxygen	None	Ubiquinone,H2O	1.0	1.0
M00156	KMM358	Cytochrome c oxidase, cbb3-type	H+,Ferrocytochrome c,Oxygen	None	H2O,Ferricytochrome c	1.0	1.0
M00157	KMM358	F-type ATPase, prokaryotes and chloroplasts	ADP,Orthophosphate	None	H2O,ATP	1.0	1.0
M00082	KMM358	Fatty acid biosynthesis, initiation	Acetyl-CoA	Malonyl-CoA,Malonyl-[acyl-carrier protein],Acetyl-[acyl-carrier protein]	Acetoacetyl-[acp]	1.0	1.0
M00083	KMM358	Fatty acid biosynthesis, elongation	Malonyl-[acyl-carrier protein],Acetyl-[acyl-carrier protein]	But-2-enoyl-[acyl-carrier protein],3-Oxodecanoyl-[acp],3-Oxohexanoyl-[acp],(3R)-3-Hydroxydecanoyl-[acyl-carrier protein],trans-Dec-2-enoyl-[acp],trans-Dodec-2-enoyl-[acp],trans-Hex-2-enoyl-[acp],Hexanoyl-[acp],(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein],Dodecanoyl-[acyl-carrier protein],Octanoyl-[acp],3-Oxododecanoyl-[acp],trans-Oct-2-enoyl-[acp],trans-Tetradec-2-enoyl-[acp],(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein],3-Oxohexadecanoyl-[acp],Acetoacetyl-[acp],Decanoyl-[acp],(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein],Butyryl-[acp],(R)-3-Hydroxyhexanoyl-[acp],3-Oxotetradecanoyl-[acp],(3R)-3-Hydroxybutanoyl-[acyl-carrier protein],trans-Hexadec-2-enoyl-[acp],Tetradecanoyl-[acp],(R)-3-Hydroxydodecanoyl-[acp],3-Oxooctanoyl-[acp]	Hexadecanoyl-[acp]	1.0	1.0
M00873	KMM358	Fatty acid biosynthesis in mitochondria, animals	None	None	None	0.25	0.16666666666666666
M00874	KMM358	Fatty acid biosynthesis in mitochondria, fungi	None	None	None	0.4166666666666667	0.3333333333333333
M00086	KMM358	beta-Oxidation, acyl-CoA synthesis	Hexadecanoic acid	None	Palmitoyl-CoA	1.0	1.0
M00087	KMM358	beta-Oxidation	Palmitoyl-CoA	Octanoyl-CoA,3-Oxododecanoyl-CoA,3-Oxooctanoyl-CoA,trans-Dec-2-enoyl-CoA,trans-Hex-2-enoyl-CoA,(S)-Hydroxydecanoyl-CoA,3-Oxotetradecanoyl-CoA,(S)-3-Hydroxytetradecanoyl-CoA,Hexanoyl-CoA,Tetradecanoyl-CoA,Acetoacetyl-CoA,trans-Hexadec-2-enoyl-CoA,2-trans-Dodecenoyl-CoA,3-Oxopalmitoyl-CoA,(S)-Hydroxyhexanoyl-CoA,trans-Oct-2-enoyl-CoA,Crotonoyl-CoA,3-Oxodecanoyl-CoA,Lauroyl-CoA,Decanoyl-CoA,trans-Tetradec-2-enoyl-CoA,(S)-3-Hydroxybutanoyl-CoA,3-Oxohexanoyl-CoA,Butanoyl-CoA,(S)-3-Hydroxyhexadecanoyl-CoA,(S)-3-Hydroxyoctanoyl-CoA,(S)-3-Hydroxydodecanoyl-CoA	Acetyl-CoA	1.0	1.0
M00885	KMM358	Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA)	Acyl-carrier protein,Acetyl-CoA,Long-chain acyl-CoA	Long-chain 3-oxoacyl-[acyl-carrier protein],Very-long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein],Ultra-long-chain mono-unsaturated (3R)-3-hydroxyacyl-[acyl-carrier protein],Long-chain acyl-[acyl-carrier protein],Ultra-long-chain mono-unsaturated trans-2-enoyl-[acyl-carrier protein],Ultra-long-chain mono-unsaturated acyl-[acyl-carrier protein],Long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein],Very-long-chain trans-2-enoyl-[acyl-carrier protein],Very-long-chain acyl-[acyl-carrier protein],Ultra-long-chain mono-unsaturated 3-oxo-fatty acyl-[acyl-carrier protein],Malonyl-CoA,Long-chain trans-2-enoyl-[acyl-carrier protein],Malonyl-[acyl-carrier protein],Very-long-chain 3-oxoacyl-[acyl-carrier protein]	None	0.4	0.4
M00886	KMM358	Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA and KasB)	Acyl-carrier protein,Acetyl-CoA,Long-chain acyl-CoA	Very-long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein],Ultra-long-chain mono-unsaturated (3R)-3-hydroxyacyl-[acyl-carrier protein],Ultra-long-chain di-unsaturated acyl-[acyl-carrier protein],Long-chain acyl-[acyl-carrier protein],Ultra-long-chain mono-unsaturated trans-2-enoyl-[acyl-carrier protein],Ultra-long-chain di-unsaturated (3R)-3-hydroxyacyl-[acyl-carrier protein],Ultra-long-chain di-unsaturated 3-oxo-fatty acyl-[acyl-carrier protein],Ultra-long-chain mono-unsaturated acyl-[acyl-carrier protein],Long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein],Very-long-chain trans-2-enoyl-[acyl-carrier protein],Very-long-chain acyl-[acyl-carrier protein],Ultra-long-chain mono-unsaturated 3-oxo-fatty acyl-[acyl-carrier protein],Long-chain 3-oxoacyl-[acyl-carrier protein],Malonyl-CoA,Long-chain trans-2-enoyl-[acyl-carrier protein],Malonyl-[acyl-carrier protein],Very-long-chain 3-oxoacyl-[acyl-carrier protein],Ultra-long-chain di-unsaturated trans-2-enoyl-[acyl-carrier protein]	None	0.3333333333333333	0.3333333333333333
M00088	KMM358	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	None	(S)-3-Hydroxy-3-methylglutaryl-CoA,Acetyl-CoA,Acetoacetate,Acetoacetyl-CoA	(R)-3-Hydroxybutanoate,Acetone	0.4	0.4
M00089	KMM358	Triacylglycerol biosynthesis	sn-Glycerol 3-phosphate	1-Acyl-sn-glycerol 3-phosphate,1,2-Diacyl-sn-glycerol,Phosphatidate	Triacylglycerol	0.25	0.25
M00098	KMM358	Acylglycerol degradation	Triacylglycerol	1-Acylglycerol,1,2-Diacyl-sn-glycerol	Glycerol	0.5	0.5
M00093	KMM358	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	Phosphatidate	Phosphatidylserine,CDP-diacylglycerol	Phosphatidylethanolamine	1.0	1.0
M00048	KMM358	De novo purine biosynthesis, PRPP + glutamine => IMP	5-Phospho-alpha-D-ribose 1-diphosphate,L-Glutamine	Aminoimidazole ribotide,5-Phosphoribosylamine,1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide,1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide,5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole,1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole,5'-Phosphoribosyl-N-formylglycinamide,2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine,1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate,5'-Phosphoribosylglycinamide	IMP	1.0	1.0
M00049	KMM358	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	IMP	ADP,AMP,N6-(1,2-Dicarboxyethyl)-AMP	ATP	1.0	1.0
M00050	KMM358	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP	IMP	Xanthosine 5'-phosphate,GDP,GMP	GTP	1.0	1.0
M00053	KMM358	Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP	ADP,CDP,GDP,UDP	dADP,dGDP,dCDP,dUDP	dATP,dGTP,dUTP,dCTP	1.0	1.0
M00958	KMM358	Adenine ribonucleotide degradation, AMP => Urate	AMP	Inosine,Xanthine,IMP,Hypoxanthine,Adenosine	Urate	1.0	1.0
M00959	KMM358	Guanine ribonucleotide degradation, GMP => Urate	GMP	Guanine,Guanosine,Xanthine	Urate	1.0	1.0
M00546	KMM358	Purine degradation, xanthine => urea	Xanthine	5-Hydroxyisourate,Urate,Allantoate,(S)(+)-Allantoin,5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate	Urea	0.2	0.2
M00051	KMM358	De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP	5-Phospho-alpha-D-ribose 1-diphosphate,L-Glutamine	Orotidine 5'-phosphate,(S)-Dihydroorotate,N-Carbamoyl-L-aspartate,Carbamoyl phosphate,Orotate	UMP	1.0	1.0
M00052	KMM358	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	UMP	CTP,UDP,UTP	CDP	1.0	1.0
M00938	KMM358	Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP	UDP	dUDP,dTMP,dUTP,dUMP,dTDP	dTTP	1.0	1.0
M00046	KMM358	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate	Thymine,Uracil	5,6-Dihydrouracil,3-Ureidopropionate,(R)-5,6-Dihydrothymine,(R)-3-Ureidoisobutyrate	(R)-3-Amino-2-methylpropanoate,beta-Alanine	0.3333333333333333	0.3333333333333333
M00939	KMM358	Pyrimidine degradation, uracil => 3-hydroxypropanoate	Uracil	(Z)-3-Peroxyaminoacrylate,(Z)-3-Ureidoacrylate peracid,Aminoacrylate,3-Oxopropanoate	3-Hydroxypropanoate	0.4	0.4
M00020	KMM358	Serine biosynthesis, glycerate-3P => serine	3-Phospho-D-glycerate	3-Phosphonooxypyruvate,O-Phospho-L-serine	L-Serine	1.0	1.0
M00018	KMM358	Threonine biosynthesis, aspartate => homoserine => threonine	L-Aspartate	O-Phospho-L-homoserine,L-Homoserine,4-Phospho-L-aspartate,L-Aspartate 4-semialdehyde	L-Threonine	1.0	1.0
M00621	KMM358	Glycine cleavage system	Tetrahydrofolate,Glycine	[H-protein]-S-aminomethyldihydrolipoyllysine,[H-protein]-dihydrolipoyllysine,[H-protein]-lipoyllysine	Ammonia,CO2,5,10-Methylenetetrahydrofolate	1.0	1.0
M00975	KMM358	Betaine degradation, bacteria, betaine => pyruvate	Betaine	L-Serine,Sarcosine,Glycine,N,N-Dimethylglycine	Pyruvate	0.5	0.5
M00033	KMM358	Ectoine biosynthesis, aspartate => ectoine	L-Aspartate	N-gamma-Acetyldiaminobutyrate,L-2,4-Diaminobutanoate,4-Phospho-L-aspartate,L-Aspartate 4-semialdehyde	Ectoine	0.4	0.4
M00021	KMM358	Cysteine biosynthesis, serine => cysteine	Hydrogen sulfide,L-Serine	O-Acetyl-L-serine	L-Cysteine	1.0	1.0
M00609	KMM358	Cysteine biosynthesis, methionine => cysteine	L-Methionine	S-Adenosyl-L-methionine,S-Adenosyl-L-homocysteine,S-Ribosyl-L-homocysteine,L-Homocysteine,L-Cystathionine	L-Cysteine	0.5	0.5
M00017	KMM358	Methionine biosynthesis, aspartate => homoserine => methionine	L-Aspartate	O-Succinyl-L-homoserine,L-Homoserine,L-Aspartate 4-semialdehyde,L-Homocysteine,4-Phospho-L-aspartate,L-Cystathionine	L-Methionine	1.0	1.0
M00034	KMM358	Methionine salvage pathway	None	S-Methyl-5-thio-D-ribose 1-phosphate,S-Adenosyl-L-methionine,1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one,S-Methyl-5-thio-D-ribulose 1-phosphate,2,3-Diketo-5-methylthiopentyl-1-phosphate,5-Methylthio-D-ribose,2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate,5'-Methylthioadenosine,4-Methylthio-2-oxobutanoic acid,L-Methionine,S-Adenosylmethioninamine	None	0.375	0.375
M00035	KMM358	Methionine degradation	L-Methionine,L-Serine	S-Adenosyl-L-methionine,L-Homocysteine,S-Adenosyl-L-homocysteine	L-Cystathionine	0.5	0.5
M00368	KMM358	Ethylene biosynthesis, methionine => ethylene	L-Methionine	S-Adenosyl-L-methionine,1-Aminocyclopropane-1-carboxylate	Ethylene	0.3333333333333333	0.3333333333333333
M00019	KMM358	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	2-Oxobutanoate,Pyruvate	(S)-2-Aceto-2-hydroxybutanoate,(S)-3-Methyl-2-oxopentanoic acid,3-Methyl-2-oxobutanoic acid,(S)-2-Acetolactate,(R)-2,3-Dihydroxy-3-methylpentanoate,3-Hydroxy-3-methyl-2-oxobutanoic acid,(R)-2,3-Dihydroxy-3-methylbutanoate,(R)-3-Hydroxy-3-methyl-2-oxopentanoate	L-Valine,L-Isoleucine	1.0	1.0
M00535	KMM358	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	Pyruvate	2-Methylmaleate,D-erythro-3-Methylmalate,(R)-2-Methylmalate	2-Oxobutanoate	0.6666666666666666	0.6666666666666666
M00570	KMM358	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	L-Threonine	(S)-2-Aceto-2-hydroxybutanoate,(S)-3-Methyl-2-oxopentanoic acid,2-Oxobutanoate,(R)-2,3-Dihydroxy-3-methylpentanoate,(R)-3-Hydroxy-3-methyl-2-oxopentanoate	L-Isoleucine	1.0	1.0
M00432	KMM358	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	Acetyl-CoA,3-Methyl-2-oxobutanoic acid	alpha-Isopropylmalate,(2R,3S)-3-Isopropylmalate	4-Methyl-2-oxopentanoate	1.0	1.0
M00036	KMM358	Leucine degradation, leucine => acetoacetate + acetyl-CoA	L-Leucine	3-Methylcrotonyl-CoA,3-Methylglutaconyl-CoA,Enzyme N6-(lipoyl)lysine,[Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(3-methylbutanoyl)dihydrolipoyllysine,3-Methylbutanoyl-CoA,(S)-3-Hydroxy-3-methylglutaryl-CoA,4-Methyl-2-oxopentanoate,Enzyme N6-(dihydrolipoyl)lysine	Acetoacetate	0.875	0.6666666666666666
M00016	KMM358	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	L-Aspartate	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate,N-Succinyl-2-L-amino-6-oxoheptanedioate,LL-2,6-Diaminoheptanedioate,meso-2,6-Diaminoheptanedioate,2,3,4,5-Tetrahydrodipicolinate,L-Aspartate 4-semialdehyde,4-Phospho-L-aspartate,N-Succinyl-LL-2,6-diaminoheptanedioate	L-Lysine	1.0	1.0
M00525	KMM358	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	L-Aspartate	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate,N-Acetyl-L-2-amino-6-oxopimelate,LL-2,6-Diaminoheptanedioate,meso-2,6-Diaminoheptanedioate,N6-Acetyl-LL-2,6-diaminoheptanedioate,2,3,4,5-Tetrahydrodipicolinate,L-Aspartate 4-semialdehyde,4-Phospho-L-aspartate	L-Lysine	0.6666666666666666	0.6666666666666666
M00526	KMM358	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	L-Aspartate	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate,meso-2,6-Diaminoheptanedioate,2,3,4,5-Tetrahydrodipicolinate,L-Aspartate 4-semialdehyde,L-2-Amino-6-oxoheptanedioate,4-Phospho-L-aspartate	L-Lysine	0.8333333333333334	0.8333333333333334
M00527	KMM358	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	L-Aspartate	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate,LL-2,6-Diaminoheptanedioate,meso-2,6-Diaminoheptanedioate,2,3,4,5-Tetrahydrodipicolinate,L-Aspartate 4-semialdehyde,4-Phospho-L-aspartate	L-Lysine	0.8571428571428571	0.8571428571428571
M00032	KMM358	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	L-Lysine,Enzyme N6-(dihydrolipoyl)lysine	[Dihydrolipoyllysine-residue succinyltransferase] S-glutaryldihydrolipoyllysine,L-2-Aminoadipate,Enzyme N6-(lipoyl)lysine,(S)-3-Hydroxybutanoyl-CoA,N6-(L-1,3-Dicarboxypropyl)-L-lysine,Crotonoyl-CoA,Glutaryl-CoA,2-Oxoadipate,L-2-Aminoadipate 6-semialdehyde	Acetoacetyl-CoA	0.1111111111111111	0.0
M00956	KMM358	Lysine degradation, bacteria, L-lysine => succinate	L-Lysine	5-Oxopentanoate,Glutarate,5-Aminopentanal,(S)-2-Hydroxyglutarate,2-Oxoglutarate,Cadaverine,5-Aminopentanoate	Succinate	0.42857142857142855	0.42857142857142855
M00957	KMM358	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA	L-Lysine	5-Oxopentanoate,Glutarate,(S)-3-Hydroxybutanoyl-CoA,(S)-2-Hydroxyglutarate,Crotonoyl-CoA,2-Oxoglutarate,Glutaryl-CoA,5-Aminopentanamide,Acetoacetyl-CoA,5-Aminopentanoate	Succinate,Acetyl-CoA	0.5555555555555556	0.4
M00960	KMM358	Lysine degradation, bacteria, L-lysine => D-lysine => succinate	L-Lysine	(R)-2-Hydroxyglutarate,(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate,L-2-Aminoadipate,6-Amino-2-oxohexanoate,D-Lysine,2-Oxoglutarate,L-Pipecolate,2-Oxoadipate,Delta1-Piperideine-2-carboxylate,L-2-Aminoadipate 6-semialdehyde	Succinate	0.2222222222222222	0.2222222222222222
M00028	KMM358	Ornithine biosynthesis, glutamate => ornithine	L-Glutamate	N-Acetyl-L-glutamate 5-phosphate,N-Acetyl-L-glutamate 5-semialdehyde,N-Acetylornithine,N-Acetyl-L-glutamate	L-Ornithine	1.0	1.0
M00844	KMM358	Arginine biosynthesis, ornithine => arginine	L-Aspartate,Carbamoyl phosphate,L-Ornithine	L-Citrulline,N-(L-Arginino)succinate	L-Arginine,Fumarate	1.0	1.0
M00845	KMM358	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	L-Glutamate,L-Aspartate,Carbamoyl phosphate	N-Acetyl-L-glutamate,N-Acetyl-L-glutamate 5-semialdehyde,L-Citrulline,N-Acetylornithine,N-(L-Arginino)succinate,N-Acetyl-L-glutamate 5-phosphate,N-Acetyl-L-citrulline	L-Arginine,Fumarate	0.7142857142857143	0.7142857142857143
M00029	KMM358	Urea cycle	NH3,L-Aspartate	L-Citrulline,L-Ornithine,N-(L-Arginino)succinate,L-Arginine,Carbamoyl phosphate	Fumarate,Urea	0.6	0.6
M00978	KMM358	Ornithine-ammonia cycle	None	L-Glutamine,L-Citrulline,N-(L-Arginino)succinate,Ammonia,L-Arginine,Carbamoyl phosphate	CO2	0.8333333333333334	0.8333333333333334
M00015	KMM358	Proline biosynthesis, glutamate => proline	L-Glutamate	L-Glutamyl 5-phosphate,L-Glutamate 5-semialdehyde,(S)-1-Pyrroline-5-carboxylate	L-Proline	1.0	1.0
M00970	KMM358	Proline degradation, proline => glutamate	L-Proline	L-Glutamate 5-semialdehyde,(S)-1-Pyrroline-5-carboxylate	L-Glutamate	1.0	1.0
M00972	KMM358	Proline metabolism	L-Ornithine	L-Glutamate 5-semialdehyde,(S)-1-Pyrroline-5-carboxylate,L-Proline	None	0.3333333333333333	0.3333333333333333
M00879	KMM358	Arginine succinyltransferase pathway, arginine => glutamate	L-Arginine	N2-Succinyl-L-ornithine,N2-Succinyl-L-arginine,N-Succinyl-L-glutamate,N-Succinyl-L-glutamate 5-semialdehyde	L-Glutamate	0.8	0.8
M00133	KMM358	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	S-Adenosyl-L-methionine,L-Arginine	Putrescine,Agmatine,S-Adenosylmethioninamine	Spermidine	0.25	0.25
M00134	KMM358	Polyamine biosynthesis, arginine => ornithine => putrescine	L-Arginine	L-Ornithine	Putrescine	0.5	0.5
M00136	KMM358	GABA biosynthesis, prokaryotes, putrescine => GABA	Putrescine	gamma-Glutamyl-gamma-aminobutyraye,gamma-Glutamyl-gamma-aminobutyraldehyde,gamma-L-Glutamylputrecine	4-Aminobutanoate	0.5	0.5
M00026	KMM358	Histidine biosynthesis, PRPP => histidine	5-Phospho-alpha-D-ribose 1-diphosphate	L-Histidinal,5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide,Phosphoribosyl-AMP,3-(Imidazol-4-yl)-2-oxopropyl phosphate,1-(5-Phospho-D-ribosyl)-ATP,L-Histidinol,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate,N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide,L-Histidinol phosphate	L-Histidine	1.0	1.0
M00045	KMM358	Histidine degradation, histidine => N-formiminoglutamate => glutamate	L-Histidine	N-Formimino-L-glutamate,N-Formyl-L-glutamate,Urocanate,4-Imidazolone-5-propanoate	L-Glutamate	1.0	1.0
M00022	KMM358	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	D-Erythrose 4-phosphate,Phosphoenolpyruvate	Shikimate,5-O-(1-Carboxyvinyl)-3-phosphoshikimate,Shikimate 3-phosphate,3-Dehydroquinate,3-Dehydroshikimate,2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate	Chorismate	1.0	1.0
M00023	KMM358	Tryptophan biosynthesis, chorismate => tryptophan	Chorismate	Indoleglycerol phosphate,N-(5-Phospho-D-ribosyl)anthranilate,Anthranilate,1-(2-Carboxyphenylamino)-1'-deoxy-D-ribulose 5'-phosphate	L-Tryptophan	1.0	1.0
